Relative Compactness,Surface Area,Wall Area,Roof Area,Overall Height,Orientation,Glazing Area,Glazing Area Distribution,Heating Load,Binary Classes,Multi-Classes
0.66,759.5,318.5,220.5,3.5,5,0.4,3,14.9,Low Level,Level 1
0.64,784.0,343.0,220.5,3.5,2,0.4,3,18.48,Low Level,Level 2
0.64,784.0,343.0,220.5,3.5,3,0.4,3,18.71,Low Level,Level 2
0.64,784.0,343.0,220.5,3.5,4,0.4,3,18.48,Low Level,Level 2
0.64,784.0,343.0,220.5,3.5,5,0.4,3,18.46,Low Level,Level 2
0.62,808.5,367.5,220.5,3.5,2,0.4,3,16.47,Low Level,Level 2
0.62,808.5,367.5,220.5,3.5,3,0.4,3,16.35,Low Level,Level 2
0.62,808.5,367.5,220.5,3.5,4,0.4,3,16.55,Low Level,Level 2
0.62,808.5,367.5,220.5,3.5,5,0.4,3,16.74,Low Level,Level 2
0.98,514.5,294.0,110.25,7.0,2,0.4,4,32.85,High Level,Level 3
0.98,514.5,294.0,110.25,7.0,3,0.4,4,32.67,High Level,Level 3
0.98,514.5,294.0,110.25,7.0,4,0.4,4,32.21,Low Level,Level 3
0.98,514.5,294.0,110.25,7.0,5,0.4,4,32.74,High Level,Level 3
0.9,563.5,318.5,122.5,7.0,2,0.4,4,36.45,High Level,Level 4
0.9,563.5,318.5,122.5,7.0,3,0.4,4,35.73,High Level,Level 4
0.9,563.5,318.5,122.5,7.0,4,0.4,4,35.4,High Level,Level 4
0.9,563.5,318.5,122.5,7.0,5,0.4,4,36.57,High Level,Level 4
0.86,588.0,294.0,147.0,7.0,2,0.4,4,32.38,Low Level,Level 3
0.86,588.0,294.0,147.0,7.0,3,0.4,4,31.66,Low Level,Level 3
0.86,588.0,294.0,147.0,7.0,4,0.4,4,32.15,Low Level,Level 3
0.86,588.0,294.0,147.0,7.0,5,0.4,4,32.75,High Level,Level 3
0.82,612.5,318.5,147.0,7.0,2,0.4,4,28.93,Low Level,Level 3
0.82,612.5,318.5,147.0,7.0,3,0.4,4,28.05,Low Level,Level 2
0.82,612.5,318.5,147.0,7.0,4,0.4,4,28.64,Low Level,Level 3
0.82,612.5,318.5,147.0,7.0,5,0.4,4,29.52,Low Level,Level 3
0.79,637.0,343.0,147.0,7.0,2,0.4,4,42.77,High Level,Level 4
0.79,637.0,343.0,147.0,7.0,3,0.4,4,41.73,High Level,Level 4
0.79,637.0,343.0,147.0,7.0,4,0.4,4,41.32,High Level,Level 4
0.79,637.0,343.0,147.0,7.0,5,0.4,4,42.96,High Level,Level 4
0.76,661.5,416.5,122.5,7.0,2,0.4,4,40.68,High Level,Level 4
0.76,661.5,416.5,122.5,7.0,3,0.4,4,40.4,High Level,Level 4
0.76,661.5,416.5,122.5,7.0,4,0.4,4,40.6,High Level,Level 4
0.76,661.5,416.5,122.5,7.0,5,0.4,4,40.11,High Level,Level 4
0.74,686.0,245.0,220.5,3.5,2,0.4,4,14.37,Low Level,Level 1
0.74,686.0,245.0,220.5,3.5,3,0.4,4,14.48,Low Level,Level 1
0.74,686.0,245.0,220.5,3.5,4,0.4,4,14.32,Low Level,Level 1
0.74,686.0,245.0,220.5,3.5,5,0.4,4,14.44,Low Level,Level 1
0.71,710.5,269.5,220.5,3.5,2,0.4,4,14.6,Low Level,Level 1
0.71,710.5,269.5,220.5,3.5,3,0.4,4,14.7,Low Level,Level 1
0.71,710.5,269.5,220.5,3.5,4,0.4,4,14.47,Low Level,Level 1
0.71,710.5,269.5,220.5,3.5,5,0.4,4,14.66,Low Level,Level 1
0.69,735.0,294.0,220.5,3.5,2,0.4,4,14.54,Low Level,Level 1
0.69,735.0,294.0,220.5,3.5,3,0.4,4,14.62,Low Level,Level 1
0.69,735.0,294.0,220.5,3.5,4,0.4,4,14.53,Low Level,Level 1
0.69,735.0,294.0,220.5,3.5,5,0.4,4,14.71,Low Level,Level 1
0.66,759.5,318.5,220.5,3.5,2,0.4,4,15.34,Low Level,Level 1
0.66,759.5,318.5,220.5,3.5,3,0.4,4,15.29,Low Level,Level 1
0.66,759.5,318.5,220.5,3.5,4,0.4,4,15.09,Low Level,Level 1
0.66,759.5,318.5,220.5,3.5,5,0.4,4,15.3,Low Level,Level 1
0.64,784.0,343.0,220.5,3.5,2,0.4,4,19.06,Low Level,Level 2
0.64,784.0,343.0,220.5,3.5,3,0.4,4,19.13,Low Level,Level 2
0.64,784.0,343.0,220.5,3.5,4,0.4,4,19.0,Low Level,Level 2
0.64,784.0,343.0,220.5,3.5,5,0.4,4,18.84,Low Level,Level 2
0.62,808.5,367.5,220.5,3.5,2,0.4,4,16.44,Low Level,Level 2
0.62,808.5,367.5,220.5,3.5,3,0.4,4,16.9,Low Level,Level 2
0.62,808.5,367.5,220.5,3.5,4,0.4,4,16.94,Low Level,Level 2
0.62,808.5,367.5,220.5,3.5,5,0.4,4,16.77,Low Level,Level 2
0.98,514.5,294.0,110.25,7.0,2,0.4,5,32.84,High Level,Level 3
0.98,514.5,294.0,110.25,7.0,3,0.4,5,32.72,High Level,Level 3
0.98,514.5,294.0,110.25,7.0,4,0.4,5,32.21,Low Level,Level 3
0.98,514.5,294.0,110.25,7.0,5,0.4,5,32.73,High Level,Level 3
0.9,563.5,318.5,122.5,7.0,2,0.4,5,35.67,High Level,Level 4
0.9,563.5,318.5,122.5,7.0,3,0.4,5,35.01,High Level,Level 4
0.9,563.5,318.5,122.5,7.0,4,0.4,5,34.72,High Level,Level 3
0.9,563.5,318.5,122.5,7.0,5,0.4,5,35.24,High Level,Level 4
0.86,588.0,294.0,147.0,7.0,2,0.4,5,32.31,Low Level,Level 3
0.86,588.0,294.0,147.0,7.0,3,0.4,5,31.81,Low Level,Level 3
0.86,588.0,294.0,147.0,7.0,4,0.4,5,31.12,Low Level,Level 3
0.86,588.0,294.0,147.0,7.0,5,0.4,5,32.06,Low Level,Level 3
0.82,612.5,318.5,147.0,7.0,2,0.4,5,30.0,Low Level,Level 3
0.82,612.5,318.5,147.0,7.0,3,0.4,5,29.5,Low Level,Level 3
0.82,612.5,318.5,147.0,7.0,4,0.4,5,29.06,Low Level,Level 3
0.82,612.5,318.5,147.0,7.0,5,0.4,5,29.92,Low Level,Level 3
0.79,637.0,343.0,147.0,7.0,2,0.4,5,42.11,High Level,Level 4
0.79,637.0,343.0,147.0,7.0,3,0.4,5,41.96,High Level,Level 4
0.79,637.0,343.0,147.0,7.0,4,0.4,5,41.09,High Level,Level 4
0.79,637.0,343.0,147.0,7.0,5,0.4,5,40.79,High Level,Level 4
0.76,661.5,416.5,122.5,7.0,2,0.4,5,38.82,High Level,Level 4
0.76,661.5,416.5,122.5,7.0,3,0.4,5,39.72,High Level,Level 4
0.76,661.5,416.5,122.5,7.0,4,0.4,5,39.31,High Level,Level 4
0.76,661.5,416.5,122.5,7.0,5,0.4,5,39.86,High Level,Level 4
0.74,686.0,245.0,220.5,3.5,2,0.4,5,14.41,Low Level,Level 1
0.74,686.0,245.0,220.5,3.5,3,0.4,5,14.19,Low Level,Level 1
0.74,686.0,245.0,220.5,3.5,4,0.4,5,14.17,Low Level,Level 1
0.74,686.0,245.0,220.5,3.5,5,0.4,5,14.39,Low Level,Level 1
0.71,710.5,269.5,220.5,3.5,2,0.4,5,12.43,Low Level,Level 1
0.71,710.5,269.5,220.5,3.5,3,0.4,5,12.63,Low Level,Level 1
0.71,710.5,269.5,220.5,3.5,4,0.4,5,12.76,Low Level,Level 1
0.71,710.5,269.5,220.5,3.5,5,0.4,5,12.42,Low Level,Level 1
0.69,735.0,294.0,220.5,3.5,2,0.4,5,14.12,Low Level,Level 1
0.69,735.0,294.0,220.5,3.5,3,0.4,5,14.28,Low Level,Level 1
0.69,735.0,294.0,220.5,3.5,4,0.4,5,14.37,Low Level,Level 1
0.69,735.0,294.0,220.5,3.5,5,0.4,5,14.21,Low Level,Level 1
0.66,759.5,318.5,220.5,3.5,2,0.4,5,14.96,Low Level,Level 1
0.66,759.5,318.5,220.5,3.5,3,0.4,5,14.92,Low Level,Level 1
0.66,759.5,318.5,220.5,3.5,4,0.4,5,14.92,Low Level,Level 1
0.66,759.5,318.5,220.5,3.5,5,0.4,5,15.16,Low Level,Level 1
0.64,784.0,343.0,220.5,3.5,2,0.4,5,17.69,Low Level,Level 2
0.64,784.0,343.0,220.5,3.5,3,0.4,5,18.19,Low Level,Level 2
0.64,784.0,343.0,220.5,3.5,4,0.4,5,18.16,Low Level,Level 2
0.64,784.0,343.0,220.5,3.5,5,0.4,5,17.88,Low Level,Level 2
0.62,808.5,367.5,220.5,3.5,2,0.4,5,16.54,Low Level,Level 2
0.62,808.5,367.5,220.5,3.5,3,0.4,5,16.44,Low Level,Level 2
0.62,808.5,367.5,220.5,3.5,4,0.4,5,16.48,Low Level,Level 2
0.62,808.5,367.5,220.5,3.5,5,0.4,5,16.64,Low Level,Level 2
